DEBUG: General     , 1724590083249> LoggerManager.init                  > Initializing...
LOG  : Mod         , 1724590090583> mod "ISA_41" overrides media/lua/shared/translate/es/contextmenu_es.txt
LOG  : Mod         , 1724590090584> mod "ISA_41" overrides media/lua/shared/translate/es/ig_ui_es.txt
LOG  : Mod         , 1724590090584> mod "ISA_41" overrides media/lua/shared/translate/es/itemname_es.txt
LOG  : Mod         , 1724590090584> mod "ISA_41" overrides media/lua/shared/translate/es/moveables_es.txt
LOG  : Mod         , 1724590090585> mod "ISA_41" overrides media/lua/shared/translate/es/recipes_es.txt
LOG  : Mod         , 1724590090585> mod "ISA_41" overrides media/lua/shared/translate/es/sandbox_es.txt
LOG  : Mod         , 1724590090585> mod "ISA_41" overrides media/lua/shared/translate/es/stash_es.txt
LOG  : Mod         , 1724590090586> mod "ISA_41" overrides media/lua/shared/translate/es/tooltip_es.txt
LOG  : Mod         , 1724590090586> mod "ISA_41" overrides media/lua/shared/translate/fi/contextmenu_fi.txt
LOG  : Mod         , 1724590090586> mod "ISA_41" overrides media/lua/shared/translate/fi/ig_ui_fi.txt
LOG  : Mod         , 1724590090587> mod "ISA_41" overrides media/lua/shared/translate/fi/itemname_fi.txt
LOG  : Mod         , 1724590090587> mod "ISA_41" overrides media/lua/shared/translate/fi/moveables_fi.txt
LOG  : Mod         , 1724590090587> mod "ISA_41" overrides media/lua/shared/translate/fi/recipes_fi.txt
LOG  : Mod         , 1724590090588> mod "ISA_41" overrides media/lua/shared/translate/fi/sandbox_fi.txt
LOG  : Mod         , 1724590090588> mod "ISA_41" overrides media/lua/shared/translate/fi/stash_fi.txt
LOG  : Mod         , 1724590090588> mod "ISA_41" overrides media/lua/shared/translate/fi/tooltip_fi.txt
LOG  : Mod         , 1724590090589> mod "ISA_41" overrides media/lua/shared/translate/fr/contextmenu_fr.txt
LOG  : Mod         , 1724590090589> mod "ISA_41" overrides media/lua/shared/translate/fr/ig_ui_fr.txt
LOG  : Mod         , 1724590090589> mod "ISA_41" overrides media/lua/shared/translate/fr/itemname_fr.txt
LOG  : Mod         , 1724590090590> mod "ISA_41" overrides media/lua/shared/translate/fr/moveables_fr.txt
LOG  : Mod         , 1724590090590> mod "ISA_41" overrides media/lua/shared/translate/fr/recipes_fr.txt
LOG  : Mod         , 1724590090590> mod "ISA_41" overrides media/lua/shared/translate/fr/sandbox_fr.txt
LOG  : Mod         , 1724590090591> mod "ISA_41" overrides media/lua/shared/translate/fr/stash_fr.txt
LOG  : Mod         , 1724590090591> mod "ISA_41" overrides media/lua/shared/translate/fr/tooltip_fr.txt
LOG  : Mod         , 1724590090591> mod "ISA_41" overrides media/lua/shared/translate/hu/contextmenu_hu.txt
LOG  : Mod         , 1724590090592> mod "ISA_41" overrides media/lua/shared/translate/hu/ig_ui_hu.txt
LOG  : Mod         , 1724590090592> mod "ISA_41" overrides media/lua/shared/translate/hu/itemname_hu.txt
LOG  : Mod         , 1724590090592> mod "ISA_41" overrides media/lua/shared/translate/hu/moveables_hu.txt
LOG  : Mod         , 1724590090593> mod "ISA_41" overrides media/lua/shared/translate/hu/recipes_hu.txt
LOG  : Mod         , 1724590090593> mod "ISA_41" overrides media/lua/shared/translate/hu/sandbox_hu.txt
LOG  : Mod         , 1724590090593> mod "ISA_41" overrides media/lua/shared/translate/hu/stash_hu.txt
LOG  : Mod         , 1724590090594> mod "ISA_41" overrides media/lua/shared/translate/hu/tooltip_hu.txt
LOG  : Mod         , 1724590090594> mod "ISA_41" overrides media/lua/shared/translate/id/contextmenu_id.txt
LOG  : Mod         , 1724590090594> mod "ISA_41" overrides media/lua/shared/translate/id/ig_ui_id.txt
LOG  : Mod         , 1724590090595> mod "ISA_41" overrides media/lua/shared/translate/id/itemname_id.txt
LOG  : Mod         , 1724590090595> mod "ISA_41" overrides media/lua/shared/translate/id/moveables_id.txt
LOG  : Mod         , 1724590090595> mod "ISA_41" overrides media/lua/shared/translate/id/recipes_id.txt
LOG  : Mod         , 1724590090595> mod "ISA_41" overrides media/lua/shared/translate/id/sandbox_id.txt
LOG  : Mod         , 1724590090596> mod "ISA_41" overrides media/lua/shared/translate/id/stash_id.txt
LOG  : Mod         , 1724590090596> mod "ISA_41" overrides media/lua/shared/translate/id/tooltip_id.txt
LOG  : Mod         , 1724590090597> mod "ISA_41" overrides media/lua/shared/translate/it/contextmenu_it.txt
LOG  : Mod         , 1724590090597> mod "ISA_41" overrides media/lua/shared/translate/it/ig_ui_it.txt
LOG  : Mod         , 1724590090597> mod "ISA_41" overrides media/lua/shared/translate/it/itemname_it.txt
LOG  : Mod         , 1724590090597> mod "ISA_41" overrides media/lua/shared/translate/it/moveables_it.txt
LOG  : Mod         , 1724590090598> mod "ISA_41" overrides media/lua/shared/translate/it/recipes_it.txt
LOG  : Mod         , 1724590090598> mod "ISA_41" overrides media/lua/shared/translate/it/sandbox_it.txt
LOG  : Mod         , 1724590090598> mod "ISA_41" overrides media/lua/shared/translate/it/stash_it.txt
LOG  : Mod         , 1724590090599> mod "ISA_41" overrides media/lua/shared/translate/it/tooltip_it.txt
LOG  : Mod         , 1724590090599> mod "ISA_41" overrides media/lua/shared/translate/jp/contextmenu_jp.txt
LOG  : Mod         , 1724590090599> mod "ISA_41" overrides media/lua/shared/translate/jp/ig_ui_jp.txt
LOG  : Mod         , 1724590090600> mod "ISA_41" overrides media/lua/shared/translate/jp/itemname_jp.txt
LOG  : Mod         , 1724590090600> mod "ISA_41" overrides media/lua/shared/translate/jp/moveables_jp.txt
LOG  : Mod         , 1724590090600> mod "ISA_41" overrides media/lua/shared/translate/jp/recipes_jp.txt
LOG  : Mod         , 1724590090601> mod "ISA_41" overrides media/lua/shared/translate/jp/sandbox_jp.txt
LOG  : Mod         , 1724590090601> mod "ISA_41" overrides media/lua/shared/translate/jp/stash_jp.txt
LOG  : Mod         , 1724590090601> mod "ISA_41" overrides media/lua/shared/translate/jp/tooltip_jp.txt
LOG  : Mod         , 1724590090602> mod "ISA_41" overrides media/lua/shared/translate/ko/contextmenu_ko.txt
LOG  : Mod         , 1724590090602> mod "ISA_41" overrides media/lua/shared/translate/ko/ig_ui_ko.txt
LOG  : Mod         , 1724590090602> mod "ISA_41" overrides media/lua/shared/translate/ko/itemname_ko.txt
LOG  : Mod         , 1724590090603> mod "ISA_41" overrides media/lua/shared/translate/ko/moveables_ko.txt
LOG  : Mod         , 1724590090603> mod "ISA_41" overrides media/lua/shared/translate/ko/recipes_ko.txt
LOG  : Mod         , 1724590090603> mod "ISA_41" overrides media/lua/shared/translate/ko/sandbox_ko.txt
LOG  : Mod         , 1724590090604> mod "ISA_41" overrides media/lua/shared/translate/ko/stash_ko.txt
LOG  : Mod         , 1724590090604> mod "ISA_41" overrides media/lua/shared/translate/ko/tooltip_ko.txt
LOG  : Mod         , 1724590090604> mod "ISA_41" overrides media/lua/shared/translate/nl/contextmenu_nl.txt
LOG  : Mod         , 1724590090605> mod "ISA_41" overrides media/lua/shared/translate/nl/ig_ui_nl.txt
LOG  : Mod         , 1724590090605> mod "ISA_41" overrides media/lua/shared/translate/nl/itemname_nl.txt
LOG  : Mod         , 1724590090605> mod "ISA_41" overrides media/lua/shared/translate/nl/moveables_nl.txt
LOG  : Mod         , 1724590090606> mod "ISA_41" overrides media/lua/shared/translate/nl/recipes_nl.txt
LOG  : Mod         , 1724590090606> mod "ISA_41" overrides media/lua/shared/translate/nl/sandbox_nl.txt
LOG  : Mod         , 1724590090606> mod "ISA_41" overrides media/lua/shared/translate/nl/stash_nl.txt
LOG  : Mod         , 1724590090607> mod "ISA_41" overrides media/lua/shared/translate/nl/tooltip_nl.txt
LOG  : Mod         , 1724590090607> mod "ISA_41" overrides media/lua/shared/translate/no/contextmenu_no.txt
LOG  : Mod         , 1724590090607> mod "ISA_41" overrides media/lua/shared/translate/no/ig_ui_no.txt
LOG  : Mod         , 1724590090608> mod "ISA_41" overrides media/lua/shared/translate/no/itemname_no.txt
LOG  : Mod         , 1724590090608> mod "ISA_41" overrides media/lua/shared/translate/no/moveables_no.txt
LOG  : Mod         , 1724590090608> mod "ISA_41" overrides media/lua/shared/translate/no/recipes_no.txt
LOG  : Mod         , 1724590090609> mod "ISA_41" overrides media/lua/shared/translate/no/sandbox_no.txt
LOG  : Mod         , 1724590090609> mod "ISA_41" overrides media/lua/shared/translate/no/stash_no.txt
LOG  : Mod         , 1724590090609> mod "ISA_41" overrides media/lua/shared/translate/no/tooltip_no.txt
LOG  : Mod         , 1724590090610> mod "ISA_41" overrides media/lua/shared/translate/ph/contextmenu_ph.txt
LOG  : Mod         , 1724590090610> mod "ISA_41" overrides media/lua/shared/translate/ph/ig_ui_ph.txt
LOG  : Mod         , 1724590090612> mod "ISA_41" overrides media/lua/shared/translate/ph/tooltip_ph.txt
LOG  : Mod         , 1724590090612> mod "ISA_41" overrides media/lua/shared/translate/pl/contextmenu_pl.txt
LOG  : Mod         , 1724590090612> mod "ISA_41" overrides media/lua/shared/translate/pl/ig_ui_pl.txt
LOG  : Mod         , 1724590090613> mod "ISA_41" overrides media/lua/shared/translate/pl/itemname_pl.txt
LOG  : Mod         , 1724590090613> mod "ISA_41" overrides media/lua/shared/translate/pl/moveables_pl.txt
LOG  : Mod         , 1724590090613> mod "ISA_41" overrides media/lua/shared/translate/pl/recipes_pl.txt
LOG  : Mod         , 1724590090614> mod "ISA_41" overrides media/lua/shared/translate/pl/sandbox_pl.txt
LOG  : Mod         , 1724590090614> mod "ISA_41" overrides media/lua/shared/translate/pl/stash_pl.txt
LOG  : Mod         , 1724590090614> mod "ISA_41" overrides media/lua/shared/translate/pl/tooltip_pl.txt
LOG  : Mod         , 1724590090615> mod "ISA_41" overrides media/lua/shared/translate/pt/contextmenu_pt.txt
LOG  : Mod         , 1724590090615> mod "ISA_41" overrides media/lua/shared/translate/pt/ig_ui_pt.txt
LOG  : Mod         , 1724590090615> mod "ISA_41" overrides media/lua/shared/translate/pt/itemname_pt.txt
LOG  : Mod         , 1724590090616> mod "ISA_41" overrides media/lua/shared/translate/pt/recipes_pt.txt
LOG  : Mod         , 1724590090617> mod "ISA_41" overrides media/lua/shared/translate/pt/tooltip_pt.txt
LOG  : Mod         , 1724590090617> mod "ISA_41" overrides media/lua/shared/translate/ptbr/contextmenu_ptbr.txt
LOG  : Mod         , 1724590090617> mod "ISA_41" overrides media/lua/shared/translate/ptbr/ig_ui_ptbr.txt
LOG  : Mod         , 1724590090618> mod "ISA_41" overrides media/lua/shared/translate/ptbr/itemname_ptbr.txt
LOG  : Mod         , 1724590090618> mod "ISA_41" overrides media/lua/shared/translate/ptbr/moveables_ptbr.txt
LOG  : Mod         , 1724590090619> mod "ISA_41" overrides media/lua/shared/translate/ptbr/recipes_ptbr.txt
LOG  : Mod         , 1724590090619> mod "ISA_41" overrides media/lua/shared/translate/ptbr/sandbox_ptbr.txt
LOG  : Mod         , 1724590090619> mod "ISA_41" overrides media/lua/shared/translate/ptbr/stash_ptbr.txt
LOG  : Mod         , 1724590090620> mod "ISA_41" overrides media/lua/shared/translate/ptbr/tooltip_ptbr.txt
LOG  : Mod         , 1724590090620> mod "ISA_41" overrides media/lua/shared/translate/ro/contextmenu_ro.txt
LOG  : Mod         , 1724590090621> mod "ISA_41" overrides media/lua/shared/translate/ro/sandbox_ro.txt
LOG  : Mod         , 1724590090622> mod "ISA_41" overrides media/lua/shared/translate/ro/stash_ro.txt
LOG  : Mod         , 1724590090622> mod "ISA_41" overrides media/lua/shared/translate/ru/contextmenu_ru.txt
LOG  : Mod         , 1724590090622> mod "ISA_41" overrides media/lua/shared/translate/ru/ig_ui_ru.txt
LOG  : Mod         , 1724590090623> mod "ISA_41" overrides media/lua/shared/translate/ru/itemname_ru.txt
LOG  : Mod         , 1724590090623> mod "ISA_41" overrides media/lua/shared/translate/ru/moveables_ru.txt
LOG  : Mod         , 1724590090623> mod "ISA_41" overrides media/lua/shared/translate/ru/recipes_ru.txt
LOG  : Mod         , 1724590090624> mod "ISA_41" overrides media/lua/shared/translate/ru/sandbox_ru.txt
LOG  : Mod         , 1724590090624> mod "ISA_41" overrides media/lua/shared/translate/ru/stash_ru.txt
LOG  : Mod         , 1724590090624> mod "ISA_41" overrides media/lua/shared/translate/ru/tooltip_ru.txt
LOG  : Mod         , 1724590090625> mod "ISA_41" overrides media/lua/shared/translate/th/contextmenu_th.txt
LOG  : Mod         , 1724590090625> mod "ISA_41" overrides media/lua/shared/translate/th/ig_ui_th.txt
LOG  : Mod         , 1724590090625> mod "ISA_41" overrides media/lua/shared/translate/th/itemname_th.txt
LOG  : Mod         , 1724590090626> mod "ISA_41" overrides media/lua/shared/translate/th/moveables_th.txt
LOG  : Mod         , 1724590090626> mod "ISA_41" overrides media/lua/shared/translate/th/recipes_th.txt
LOG  : Mod         , 1724590090626> mod "ISA_41" overrides media/lua/shared/translate/th/sandbox_th.txt
LOG  : Mod         , 1724590090627> mod "ISA_41" overrides media/lua/shared/translate/th/stash_th.txt
LOG  : Mod         , 1724590090627> mod "ISA_41" overrides media/lua/shared/translate/th/tooltip_th.txt
LOG  : Mod         , 1724590090628> mod "ISA_41" overrides media/lua/shared/translate/tr/contextmenu_tr.txt
LOG  : Mod         , 1724590090628> mod "ISA_41" overrides media/lua/shared/translate/tr/ig_ui_tr.txt
LOG  : Mod         , 1724590090628> mod "ISA_41" overrides media/lua/shared/translate/tr/itemname_tr.txt
LOG  : Mod         , 1724590090629> mod "ISA_41" overrides media/lua/shared/translate/tr/moveables_tr.txt
LOG  : Mod         , 1724590090629> mod "ISA_41" overrides media/lua/shared/translate/tr/recipes_tr.txt
LOG  : Mod         , 1724590090629> mod "ISA_41" overrides media/lua/shared/translate/tr/sandbox_tr.txt
LOG  : Mod         , 1724590090629> mod "ISA_41" overrides media/lua/shared/translate/tr/stash_tr.txt
LOG  : Mod         , 1724590090630> mod "ISA_41" overrides media/lua/shared/translate/tr/tooltip_tr.txt
LOG  : Mod         , 1724590090630> mod "ISA_41" overrides media/lua/shared/translate/ua/contextmenu_ua.txt
LOG  : Mod         , 1724590090630> mod "ISA_41" overrides media/lua/shared/translate/ua/ig_ui_ua.txt
LOG  : Mod         , 1724590090631> mod "ISA_41" overrides media/lua/shared/translate/ua/itemname_ua.txt
LOG  : Mod         , 1724590090631> mod "ISA_41" overrides media/lua/shared/translate/ua/moveables_ua.txt
LOG  : Mod         , 1724590090631> mod "ISA_41" overrides media/lua/shared/translate/ua/recipes_ua.txt
LOG  : Mod         , 1724590090632> mod "ISA_41" overrides media/lua/shared/translate/ua/sandbox_ua.txt
LOG  : Mod         , 1724590090632> mod "ISA_41" overrides media/lua/shared/translate/ua/stash_ua.txt
LOG  : Mod         , 1724590090632> mod "ISA_41" overrides media/lua/shared/translate/ua/tooltip_ua.txt
LOG  : Mod         , 1724590090633> mod "ISA_41" overrides media/sandbox-options.txt
LOG  : Mod         , 1724590090637> mod "ISA_41" overrides readme.md
LOG  : Mod         , 1724590090637> loading Grapeseed
LOG  : Mod         , 1724590090642> loading waterPipes
LOG  : Mod         , 1724590090649> mod "waterPipes" overrides media/lua/shared/translate/cn/contextmenu_cn.txt
LOG  : Mod         , 1724590090649> mod "waterPipes" overrides media/lua/shared/translate/cn/ig_ui_cn.txt
LOG  : Mod         , 1724590090650> mod "waterPipes" overrides media/lua/shared/translate/cn/recipes_cn.txt
LOG  : Mod         , 1724590090650> mod "waterPipes" overrides media/lua/shared/translate/de/contextmenu_de.txt
LOG  : Mod         , 1724590090651> mod "waterPipes" overrides media/lua/shared/translate/de/ig_ui_de.txt
LOG  : Mod         , 1724590090651> mod "waterPipes" overrides media/lua/shared/translate/de/recipes_de.txt
LOG  : Mod         , 1724590090651> mod "waterPipes" overrides media/lua/shared/translate/en/contextmenu_en.txt
LOG  : Mod         , 1724590090652> mod "waterPipes" overrides media/lua/shared/translate/en/ig_ui_en.txt
LOG  : Mod         , 1724590090652> mod "waterPipes" overrides media/lua/shared/translate/en/sandbox_en.txt
LOG  : Mod         , 1724590090652> mod "waterPipes" overrides media/lua/shared/translate/es/contextmenu_es.txt
LOG  : Mod         , 1724590090653> mod "waterPipes" overrides media/lua/shared/translate/es/ig_ui_es.txt
LOG  : Mod         , 1724590090653> mod "waterPipes" overrides media/lua/shared/translate/es/recipes_es.txt
